host_id,host_since,name,neighbourhood,property_type,room_type,beds,number_of_reviews,price,review_scores_rating,date_difference,year
5162530,2015-08-31,1 Bedroom in Prime Williamsburg,Brooklyn,Apartment,Entire home/apt,1.0,0,145,92.05056465561094,0 days,2015
33134899,2015-08-31,"Sunny, Private room in Bushwick",Brooklyn,Apartment,Private room,1.0,1,37,92.05056465561094,0 days,2015
39608626,2015-08-31,Sunny Room in Harlem,Manhattan,Apartment,Private room,1.0,1,28,92.05056465561094,0 days,2015
500,2008-06-26,Gorgeous 1 BR with Private Balcony,Manhattan,Apartment,Entire home/apt,3.0,0,199,92.05056465561094,2622 days,2008
500,2008-06-26,Trendy Times Square Loft,Manhattan,Apartment,Private room,3.0,39,549,96.0,2622 days,2008
1039,2008-07-25,Big Greenpoint 1BD w/ Skyline View,Brooklyn,Apartment,Entire home/apt,1.0,4,149,100.0,2593 days,2008
1783,2008-08-12,Amazing Also,Manhattan,Apartment,Entire home/apt,1.0,9,250,100.0,2575 days,2008
2078,2008-08-15,"Colorful, quiet, & near the subway!",Brooklyn,Apartment,Private room,1.0,80,90,94.0,2572 days,2008
2339,2008-08-20,East Village Cocoon: 2 Bedroom Flat,Manhattan,Apartment,Entire home/apt,2.0,95,270,90.0,2567 days,2008
2339,2008-08-20,Lovely 2 Bedroom East Village Nest,Manhattan,Apartment,Entire home/apt,2.0,23,290,96.0,2567 days,2008
2571,2008-08-27,THE PUTNAM,Brooklyn,Apartment,Entire home/apt,2.0,14,170,98.0,2560 days,2008
2758,2008-09-06,Stay at Chez Chic budget room #1,Manhattan,Apartment,Private room,2.0,120,59,93.0,2550 days,2008
2758,2008-09-06,Stay at Chez Chic budget Room #2,Manhattan,Apartment,Private room,2.0,81,49,91.0,2550 days,2008
2787,2008-09-07,Renovated and spacious townhome,Brooklyn,House,Private room,1.0,0,68,90.88325849903785,2549 days,2008
2845,2008-09-09,Midtown Castle,Manhattan,Apartment,Entire home/apt,1.0,17,285,97.0,2547 days,2008
2881,2008-09-10,Newly renovated historic brownstone,Brooklyn,Apartment,Private room,1.0,32,75,95.0,2546 days,2008
2965,2008-09-14,Large Bedroom in 3-bedroom Apt.,Manhattan,Apartment,Private room,1.0,52,145,99.0,2542 days,2008
3211,2008-09-25,"Elegant NYC, 10mins to Manhattan!",Queens,Apartment,Private room,1.0,3,100,93.0,2531 days,2008
3227,2008-09-26,"Priv Apt,Garden,BBQ,A/C,BigTV,for 4",Manhattan,Apartment,Entire home/apt,3.0,171,150,85.0,2530 days,2008
3226,2008-09-26,Great 3 Bed Apt Tribeca / Soho,Manhattan,Apartment,Entire home/apt,3.0,0,700,92.05056465561094,2530 days,2008
3226,2008-09-26,Huge Room Soho LOFT off WBroadway,Manhattan,Apartment,Private room,1.0,9,125,86.0,2530 days,2008
3226,2008-09-26,Master Room Soho LOFT off WBroadway,Manhattan,Apartment,Private room,1.0,0,175,92.05056465561094,2530 days,2008
3415,2008-10-02,Beautiful Furnished Master Bedroom,Queens,House,Private room,1.0,0,90,90.88325849903785,2524 days,2008
3563,2008-10-10,16' x 11' Furnished BR with Balcony,Brooklyn,Apartment,Private room,1.0,1,40,100.0,2516 days,2008
3647,2008-10-14,Conveniently Queens with Two Rooms,Queens,Apartment,Entire home/apt,1.0,4,89,93.0,2512 days,2008
3647,2008-10-14,Quality Cozy Studio Next to Subway,Queens,Apartment,Entire home/apt,1.0,16,95,94.0,2512 days,2008
3647,2008-10-14,Queens Quality Convenient Apartment,Queens,Apartment,Entire home/apt,2.0,9,99,100.0,2512 days,2008
3867,2008-10-29,1 Bedroom Apartment in Chinatown!,Manhattan,Apartment,Entire home/apt,1.0,19,149,93.0,2497 days,2008
3867,2008-10-29,3 bedroom apartment in Chinatown!,Manhattan,Apartment,Entire home/apt,4.0,2,499,80.0,2497 days,2008
3867,2008-10-29,Private bedroom in spacious loft!,Manhattan,Apartment,Private room,4.0,0,99,92.05056465561094,2497 days,2008
3867,2008-10-29,Share a bedroom in a huge Apartment,Manhattan,Apartment,Shared room,1.0,0,99,92.05056465561094,2497 days,2008
3867,2008-10-29,Share a bedroom in a huge Apartment,Manhattan,Apartment,Shared room,1.0,0,99,92.05056465561094,2497 days,2008
4177,2008-11-09,++ Brooklyn Penthouse Guestroom ++,Brooklyn,Apartment,Private room,1.0,16,125,94.0,2486 days,2008
4267,2008-11-12,Robin's Nest on the fabulous UWS,Manhattan,Apartment,Entire home/apt,2.0,28,170,88.0,2483 days,2008
4267,2008-11-12,Airy Room on the fabulous UWS,Manhattan,Apartment,Private room,1.0,62,120,92.0,2483 days,2008
4396,2008-11-19,"Large Room, Amazing E. Village Apt",Manhattan,Apartment,Private room,1.0,23,79,89.0,2476 days,2008
4488,2008-11-21,Sunny & Bright Harlem Home,Manhattan,Apartment,Entire home/apt,3.0,6,125,97.0,2474 days,2008
4732,2008-12-01,A home in the heart of Park Slope,Brooklyn,Apartment,Entire home/apt,1.0,5,110,92.0,2464 days,2008
4869,2008-12-07,Whole B'stone flr w priv kit & bat,Brooklyn,Other,Private room,3.0,14,89,85.0,2458 days,2008
5871,2008-12-31,Bergen's Best Short Stay 2!,Brooklyn,Apartment,Entire home/apt,3.0,12,180,93.0,2434 days,2008
5871,2008-12-31,Bergen's Best!,Brooklyn,Apartment,Entire home/apt,3.0,5,180,95.0,2434 days,2008
5926,2009-01-02,Charming Central Park Hideaway,Manhattan,Apartment,Entire home/apt,1.0,23,143,82.0,2432 days,2009
5926,2009-01-02,NYC 2-Bed Apt Mins to Times Square,Manhattan,Apartment,Entire home/apt,2.0,28,230,89.0,2432 days,2009
5926,2009-01-02,Beautiful Apt with Park Views,Manhattan,Apartment,Entire home/apt,5.0,40,350,86.0,2432 days,2009
5940,2009-01-02,Comfy 2BR Apt 20 mins to Midtown,Queens,Apartment,Entire home/apt,2.0,47,135,86.0,2432 days,2009
5926,2009-01-02,Beautiful Room 1 with Park Views,Manhattan,Apartment,Private room,1.0,9,85,87.0,2432 days,2009
5926,2009-01-02,Beautiful Room 2 with Park Views,Manhattan,Apartment,Private room,1.0,13,85,91.0,2432 days,2009
5926,2009-01-02,Beautiful Room 3 with Park Views,Manhattan,Apartment,Private room,1.0,14,85,92.0,2432 days,2009
5926,2009-01-02,Nice Apt Near Columbia University 2,Manhattan,Apartment,Private room,1.0,35,60,81.0,2432 days,2009
5926,2009-01-02,Nice Apt Near Columbia University 3,Manhattan,Apartment,Private room,2.0,34,70,82.0,2432 days,2009
5926,2009-01-02,Nice  Apt Near Columbia University,Manhattan,Bed & Breakfast,Private room,1.0,68,55,86.0,2432 days,2009
6041,2009-01-05,Beautiful Apt. In Astoria,Queens,Apartment,Private room,1.0,4,44,100.0,2429 days,2009
7118,2009-01-26,PERFECT location! Contact me NOW!,Manhattan,Apartment,Entire home/apt,1.0,14,200,87.0,2408 days,2009
7222,2009-01-29,SPACIOUS ARTY 1BR NOHO / E. VILLAGE,Manhattan,Apartment,Entire home/apt,2.0,42,175,95.0,2405 days,2009
7209,2009-01-29,Next to Empire State building,Manhattan,Apartment,Entire home/apt,1.0,9,250,100.0,2405 days,2009
7230,2009-01-30,"Luxury Building, big 1BR - 90th",Manhattan,Apartment,Entire home/apt,2.0,7,165,96.0,2404 days,2009
7323,2009-02-02,CHEZ LEO Clinton Hill Ft. Greene,Brooklyn,Apartment,Entire home/apt,1.0,13,115,88.0,2401 days,2009
7299,2009-02-02,"Downtown calm, convenience & space",Manhattan,Apartment,Entire home/apt,1.0,16,145,95.0,2401 days,2009
7322,2009-02-02,Large & Cozy Midtown East 1 BR Apt,Manhattan,Apartment,Entire home/apt,1.0,47,200,86.0,2401 days,2009
7351,2009-02-02,2 Floor Loft room in Artist Studio,Brooklyn,Loft,Private room,2.0,3,74,80.0,2401 days,2009
7351,2009-02-02,Spacious Loft Room in Artist Studio,Brooklyn,Loft,Private room,2.0,0,74,93.50761421319797,2401 days,2009
7351,2009-02-02,Spacious room in Huge artist Loft,Brooklyn,Loft,Private room,1.0,2,84,100.0,2401 days,2009
7338,2009-02-02,East Vil  1br in 2br apt + balcony,Manhattan,Apartment,Private room,2.0,3,125,100.0,2401 days,2009
7386,2009-02-03,Quiet Slice of Manhattan,Manhattan,Apartment,Entire home/apt,1.0,42,129,92.0,2400 days,2009
7356,2009-02-03,BlissArtsSpace!,Brooklyn,Apartment,Private room,1.0,41,50,90.0,2400 days,2009
7356,2009-02-03,Private Bliss Art Space 2,Brooklyn,Apartment,Private room,1.0,52,50,93.0,2400 days,2009
7414,2009-02-04,Historic Fort Greene - Red Rooster,Brooklyn,Apartment,Entire home/apt,3.0,15,185,82.0,2399 days,2009
7414,2009-02-04,Historic Fort Greene-Deco on Greene,Brooklyn,Apartment,Entire home/apt,3.0,21,185,85.0,2399 days,2009
7414,2009-02-04,Skylight on Greene,Brooklyn,Apartment,Entire home/apt,3.0,6,150,76.0,2399 days,2009
7498,2009-02-06,Your own studio+patio no roommates,Manhattan,Apartment,Entire home/apt,1.0,1,80,80.0,2397 days,2009
7510,2009-02-06,Big Lovely Chelsea Studio! Sleeps 5,Manhattan,Apartment,Entire home/apt,1.0,8,190,89.0,2397 days,2009
7510,2009-02-06,Grande Super Large APT !!!,Manhattan,Apartment,Entire home/apt,3.0,10,190,80.0,2397 days,2009
7510,2009-02-06,Great Apartment with PATIO!!,Manhattan,Apartment,Entire home/apt,2.0,1,190,80.0,2397 days,2009
7510,2009-02-06,Super Large APT,Manhattan,Apartment,Entire home/apt,2.0,29,175,80.0,2397 days,2009
7510,2009-02-06,HUGE and SUNNY one bedroom!,Manhattan,Apartment,Entire home/apt,2.0,29,190,93.0,2397 days,2009
7549,2009-02-07,Cute & Cozy Lower East Side 1 bdrm,Manhattan,Apartment,Entire home/apt,1.0,112,140,94.0,2396 days,2009
7549,2009-02-07,"Cute,Cozy Lower East Side 1bdrm",Manhattan,Apartment,Entire home/apt,1.0,4,140,95.0,2396 days,2009
7549,2009-02-07,LowerEastSide apt share shortterm 2,Manhattan,Apartment,Private room,1.0,25,75,97.0,2396 days,2009
7549,2009-02-07,LowerEastSide apt share shortterm 1,Manhattan,Apartment,Shared room,1.0,132,45,95.0,2396 days,2009
7549,2009-02-07,LowerEastSide apt share shortterm 3,Manhattan,Apartment,Shared room,1.0,17,45,95.0,2396 days,2009
7611,2009-02-09,Artist's Loft with indoor Hammock!,Brooklyn,Apartment,Entire home/apt,1.0,51,135,95.0,2394 days,2009
7626,2009-02-09,L.E.S. Must See!!,Manhattan,Apartment,Entire home/apt,1.0,156,100,86.0,2394 days,2009
7612,2009-02-09,Cute Cozy Studio in Manhattan,Manhattan,Apartment,Entire home/apt,1.0,29,145,91.0,2394 days,2009
7702,2009-02-10,Beautiful 1br on Upper West Side,Manhattan,Apartment,Entire home/apt,1.0,30,135,94.0,2393 days,2009
7740,2009-02-11,Cozy Girly Studio; Upper West Side,Manhattan,Apartment,Entire home/apt,1.0,98,200,94.0,2392 days,2009
7949,2009-02-15,Creative Charm in Brooklyn,Brooklyn,Apartment,Private room,1.0,4,65,100.0,2388 days,2009
7999,2009-02-16,Sunny Large 1 Bedroom w/ balconies!,Brooklyn,Apartment,Entire home/apt,1.0,1,165,100.0,2387 days,2009
7987,2009-02-16,Upper West Side-Unique One Bedroom,Manhattan,Apartment,Entire home/apt,1.0,24,145,94.0,2387 days,2009
7989,2009-02-16,Central Manhattan/near Broadway,Manhattan,Apartment,Private room,1.0,74,135,97.0,2387 days,2009
8057,2009-02-17,GREAT NEW LOWER EAST SIDE/ SOHO APT,Manhattan,Apartment,Entire home/apt,2.0,20,225,89.0,2386 days,2009
8057,2009-02-17,HUGE 2 BEDROOM LOFT NOHO/EAST VILL.,Manhattan,Apartment,Entire home/apt,3.0,32,250,78.0,2386 days,2009
8057,2009-02-17,Ideal Charming Large W Village Apt!,Manhattan,Apartment,Entire home/apt,3.0,32,250,85.0,2386 days,2009
8057,2009-02-17,HUGE MODERN LUXURY-2bed/2bath+patio,Manhattan,Loft,Entire home/apt,2.0,5,600,100.0,2386 days,2009
8178,2009-02-19,Location! Location! Location!,Brooklyn,Apartment,Entire home/apt,1.0,188,145,90.0,2384 days,2009
8178,2009-02-19,Sunny Beautiful Sublet All Yours!!!,Brooklyn,Apartment,Entire home/apt,3.0,221,149,92.0,2384 days,2009
8198,2009-02-19,Park Slope haven 15 mins from Soho,Brooklyn,Apartment,Entire home/apt,1.0,39,150,93.0,2384 days,2009
8380,2009-02-22,River view in the Village,Manhattan,Apartment,Entire home/apt,1.0,57,200,98.0,2381 days,2009
8440,2009-02-23,Beautiful studio by Prospect Park,Brooklyn,Apartment,Entire home/apt,1.0,0,120,92.05056465561094,2380 days,2009
8440,2009-02-23,Luxe 1BD apartment by Prospect Park,Brooklyn,Apartment,Entire home/apt,1.0,4,150,95.0,2380 days,2009
8425,2009-02-23,Charming W.Village Apt. 8/25-9/15,Manhattan,Apartment,Entire home/apt,1.0,1,175,100.0,2380 days,2009
8605,2009-02-25,Sunny 1BR East Harlem Apartment,Manhattan,Apartment,Entire home/apt,2.0,11,109,91.0,2378 days,2009
8730,2009-02-27,Comfort & Convenience,Manhattan,Condominium,Entire home/apt,6.0,4,"1,990",100.0,2376 days,2009
8703,2009-02-27,"Clean, Safe, Convenient, Comfy",Manhattan,Apartment,Shared room,1.0,3,80,100.0,2376 days,2009
8967,2009-03-03,Large Furnished Room Near B'way,Manhattan,Apartment,Private room,1.0,242,73,85.0,2372 days,2009
9744,2009-03-10,"Beautiful Apt, Garden #3 Best Area",Brooklyn,Apartment,Entire home/apt,3.0,67,135,97.0,2365 days,2009
9744,2009-03-10,Gorgeous house Room 2 BEST location,Brooklyn,House,Private room,2.0,95,89,96.0,2365 days,2009
9744,2009-03-10,"Gorgeous Room #1, Best Location",Brooklyn,House,Private room,2.0,118,89,92.0,2365 days,2009
10176,2009-03-14,"Amazing Apt in WILLIAMSBURG, NY!!",Brooklyn,Apartment,Entire home/apt,2.0,60,250,96.0,2361 days,2009
10151,2009-03-14,Cozy Convenient Apt for Travelers,Queens,Apartment,Entire home/apt,1.0,0,99,92.05056465561094,2361 days,2009
10889,2009-03-21,BnoB (2 br) — Heart of Williamsburg,Brooklyn,Apartment,Entire home/apt,2.0,132,250,93.0,2354 days,2009
10889,2009-03-21,The Institute—Heart of Williamsburg,Brooklyn,Apartment,Entire home/apt,2.0,136,250,94.0,2354 days,2009
10889,2009-03-21,Great house in Williamsburg,Brooklyn,House,Entire home/apt,2.0,14,250,98.0,2354 days,2009
11037,2009-03-22,"Large, Sunny, Central 2br; Terrace",Brooklyn,Apartment,Entire home/apt,2.0,2,240,100.0,2353 days,2009
11358,2009-03-25,Bright Clean Spacious 1BR,Brooklyn,Apartment,Entire home/apt,1.0,0,115,92.05056465561094,2350 days,2009
11358,2009-03-25,Bright Clean Room in Bushwick,Brooklyn,Apartment,Private room,1.0,0,72,92.05056465561094,2350 days,2009
11481,2009-03-26,House on 11th - Garden Level Apt.,Brooklyn,Apartment,Entire home/apt,1.0,119,165,91.0,2349 days,2009
11481,2009-03-26,Sunset Retreat - Charming Oasis,Brooklyn,Apartment,Entire home/apt,1.0,79,90,90.0,2349 days,2009
11481,2009-03-26,Sunset Retreat - Top Floor Oasis,Brooklyn,Apartment,Entire home/apt,1.0,21,105,88.0,2349 days,2009
11481,2009-03-26,House on Henry (2nd FLR Suite),Brooklyn,Apartment,Entire home/apt,2.0,68,155,88.0,2349 days,2009
11481,2009-03-26,House on Henry (3rd FLR Suite),Brooklyn,Apartment,Entire home/apt,2.0,106,160,94.0,2349 days,2009
11810,2009-03-30,NYC Historic District Posh Studio,Queens,Apartment,Private room,1.0,0,150,92.05056465561094,2345 days,2009
12169,2009-04-03,"Dream Come True, Too! Williamsburg",Brooklyn,Apartment,Private room,1.0,43,89,94.0,2341 days,2009
12169,2009-04-03,"Dream Come True! Williamsburg, BK",Brooklyn,Apartment,Private room,1.0,91,99,93.0,2341 days,2009
12221,2009-04-04,5Minutes To Manhattan Cozy Oasis,Bronx,Apartment,Private room,3.0,105,42,81.0,2340 days,2009
12221,2009-04-04,5Minutes To Manhattan Zen&Cozy,Bronx,Apartment,Private room,3.0,96,42,87.0,2340 days,2009
12220,2009-04-04,Big Room in front of Central Park,Manhattan,Apartment,Private room,1.0,74,132,88.0,2340 days,2009
12220,2009-04-04,Your Room in front of Central Park,Manhattan,Apartment,Private room,1.0,141,117,90.0,2340 days,2009
12712,2009-04-08,Lovely Bklyn Apt with Private Deck,Brooklyn,Apartment,Entire home/apt,1.0,5,135,92.0,2336 days,2009
12712,2009-04-08,Perfectly Situated LES 1-Bedroom,Manhattan,Apartment,Entire home/apt,1.0,146,125,91.0,2336 days,2009
12712,2009-04-08,Real 2-Bedroom East Village Apt!,Manhattan,Apartment,Entire home/apt,3.0,63,200,87.0,2336 days,2009
12869,2009-04-10,Luxury on a Budget,Manhattan,Apartment,Entire home/apt,1.0,13,250,92.0,2334 days,2009
13070,2009-04-12,Spacious clean & quiet 2 bed/2bath,Manhattan,Bed & Breakfast,Entire home/apt,2.0,58,295,83.0,2332 days,2009
13424,2009-04-14,An Oasis In Hell's Kitchen!,Manhattan,Apartment,Entire home/apt,1.0,7,280,100.0,2330 days,2009
13654,2009-04-16,Room with a view in Central Harlem,Manhattan,Apartment,Private room,1.0,11,75,85.0,2328 days,2009
13908,2009-04-18,2 BR Upper West Side Apt.,Manhattan,Apartment,Entire home/apt,3.0,12,150,66.0,2326 days,2009
14063,2009-04-19,BK Heights Apartment for cat lovers,Brooklyn,Apartment,Entire home/apt,3.0,4,125,100.0,2325 days,2009
14204,2009-04-20,Charming 2 Bedroom Red Hook Loft!,Brooklyn,Apartment,Entire home/apt,2.0,18,230,100.0,2324 days,2009
14204,2009-04-20,Private room in Red Hook loft!,Brooklyn,Apartment,Private room,1.0,21,110,98.0,2324 days,2009
15192,2009-04-28,Cozy Furnished 2 Bedroom Apartment,Brooklyn,Apartment,Entire home/apt,3.0,8,159,84.0,2316 days,2009
15154,2009-04-28,"Bright 1 Bedroom, Perfect Location!",Manhattan,Apartment,Entire home/apt,1.0,2,160,80.0,2316 days,2009
15167,2009-04-28,2 Bed 2 Bath Apt w/ balcony & WiFi,Manhattan,Apartment,Entire home/apt,3.0,13,107,98.0,2316 days,2009
15261,2009-04-29,Cute room in hip Fort Greene,Brooklyn,Apartment,Private room,1.0,1,50,80.0,2315 days,2009
15523,2009-05-01,Enjoy and discover New York Citi,Staten Island,House,Private room,2.0,7,69,97.0,2313 days,2009
15742,2009-05-04,"Beautiful, private, uptown studio",Manhattan,Apartment,Entire home/apt,1.0,20,110,83.0,2310 days,2009
15964,2009-05-06,"Large Brooklyn Duplex, Park Slope",Brooklyn,Apartment,Entire home/apt,3.0,0,175,92.05056465561094,2308 days,2009
16851,2009-05-12,"Hip Whole Apt in Wmsburg, Brooklyn",Brooklyn,Apartment,Entire home/apt,1.0,8,125,93.0,2302 days,2009
16800,2009-05-12,UES Beautiful Blue Room / Oak Room,Manhattan,Apartment,Private room,2.0,150,95,96.0,2302 days,2009
16800,2009-05-12,UES Beautiful Home Red Velvet Room,Manhattan,Apartment,Private room,2.0,41,95,95.0,2302 days,2009
16883,2009-05-13,Spacious Charming Loft Studio,Manhattan,Loft,Entire home/apt,2.0,4,135,91.0,2301 days,2009
17296,2009-05-15,Bright studio in central Mahattan,Manhattan,Apartment,Entire home/apt,1.0,5,100,96.0,2299 days,2009
17571,2009-05-17,Perfect for Grandparents + Garden,Brooklyn,House,Entire home/apt,2.0,80,200,95.0,2297 days,2009
17571,2009-05-17,Perfect for Parents (Part 2),Brooklyn,House,Private room,1.0,32,239,97.0,2297 days,2009
17655,2009-05-18,Modern LES Studio w/ Skyline Views,Manhattan,Apartment,Entire home/apt,1.0,17,220,97.0,2296 days,2009
17930,2009-05-19,Charming 2 Bedroom by Prospect Park,Brooklyn,Apartment,Entire home/apt,3.0,1,199,100.0,2295 days,2009
17798,2009-05-19,EAST VILLAGE DESIGNER LUXURY LOFT,Manhattan,Apartment,Entire home/apt,3.0,4,399,100.0,2295 days,2009
17985,2009-05-20,Amazing Chinatown/SOHO one bed room,Manhattan,Apartment,Entire home/apt,2.0,38,130,86.0,2294 days,2009
18118,2009-05-20,Giant & beautiful home in the sky.,Manhattan,Apartment,Private room,1.0,0,70,92.05056465561094,2294 days,2009
18229,2009-05-21,Charming & Sunny Slope Duplex Loft,Brooklyn,Loft,Entire home/apt,2.0,0,110,93.50761421319797,2293 days,2009
18174,2009-05-21,Cosy 2 bedroom in East Village,Manhattan,Apartment,Entire home/apt,3.0,55,160,92.0,2293 days,2009
18374,2009-05-22,Bright & Modern Downtown Studio,Manhattan,Apartment,Entire home/apt,1.0,89,135,96.0,2292 days,2009
18611,2009-05-24,East Village sunny & large 2 bdr,Manhattan,Apartment,Entire home/apt,2.0,5,350,96.0,2290 days,2009
18642,2009-05-24,1 BDR with private toilet/sink,Manhattan,Apartment,Private room,1.0,0,60,92.05056465561094,2290 days,2009
18729,2009-05-25,"SPACIOUS, BEAUTIFUL CONDO IN BKLYN!",Brooklyn,Condominium,Entire home/apt,2.0,9,375,98.0,2289 days,2009
19031,2009-05-27,Charming Greenwich Village Apt,Manhattan,Apartment,Entire home/apt,1.0,14,225,81.0,2287 days,2009
19852,2009-06-02,Lg Beautiful Garden Apt Sleeps 2,Manhattan,Apartment,Entire home/apt,1.0,8,165,97.0,2281 days,2009
19969,2009-06-03,SoHo Loft - Entire Floor,Manhattan,Apartment,Entire home/apt,1.0,52,585,96.0,2280 days,2009
20149,2009-06-04,Cool East Williamsburg Apartment,Brooklyn,Apartment,Private room,1.0,46,40,96.0,2279 days,2009
20805,2009-06-09,Huge Brooklyn Room with Aussie Host,Brooklyn,Apartment,Private room,1.0,12,85,100.0,2274 days,2009
21286,2009-06-12,UWS Garden Getaway,Manhattan,Apartment,Entire home/apt,2.0,9,225,97.0,2271 days,2009
21306,2009-06-12,"Large, Bright 1 bdr in Williamsburg",Brooklyn,Apartment,Private room,1.0,11,110,96.0,2271 days,2009
21475,2009-06-14,High-end doorman bldg in the LES,Manhattan,Apartment,Private room,1.0,55,125,96.0,2269 days,2009
21823,2009-06-16,Soaring Bushwick 3 Bedroom,Brooklyn,Apartment,Entire home/apt,5.0,9,275,98.0,2267 days,2009
21904,2009-06-16,Modern 1 BR / NYC / EAST VILLAGE,Manhattan,Apartment,Entire home/apt,1.0,8,240,93.0,2267 days,2009
22220,2009-06-18,Modern brick 1 bedroom on UES,Manhattan,Apartment,Entire home/apt,1.0,17,175,91.0,2265 days,2009
22486,2009-06-20,CBG Williamsburg  loft room,Brooklyn,Loft,Entire home/apt,4.0,6,130,76.0,2263 days,2009
22486,2009-06-20,CBG Partner Prospect Pk Helps Haiti,Brooklyn,Apartment,Private room,1.0,0,90,92.05056465561094,2263 days,2009
22486,2009-06-20,CBG CtyBeGoodHelpsHaiti#1:1-4,Brooklyn,House,Private room,10.0,77,130,91.0,2263 days,2009
22486,2009-06-20,CommunityBeGood Helps Haiti Rm #2,Brooklyn,House,Private room,1.0,39,130,89.0,2263 days,2009
22486,2009-06-20,CommunityBeGood Helps Haiti Rm #3,Brooklyn,House,Private room,2.0,13,130,86.0,2263 days,2009
22486,2009-06-20,CommunityBeGoodHelpsHaiti #5 Suite,Brooklyn,House,Private room,2.0,3,130,100.0,2263 days,2009
22486,2009-06-20,CommunitybegoodHelpsHaiti#2.5,Brooklyn,House,Private room,2.0,17,120,93.0,2263 days,2009
23048,2009-06-24,Park Slope Oasis: Your home base!,Brooklyn,Apartment,Entire home/apt,1.0,18,139,94.0,2259 days,2009
23276,2009-06-25,"Luxe, Spacious 2BR 2BA Nr Trains",Brooklyn,Apartment,Entire home/apt,2.0,3,260,100.0,2258 days,2009
23193,2009-06-25,"Bright, cozy den in 4 bedrm duplex.",Brooklyn,House,Private room,1.0,2,35,100.0,2258 days,2009
23435,2009-06-26,Spectacular River View Studio,Manhattan,Apartment,Entire home/apt,1.0,48,185,96.0,2257 days,2009
23577,2009-06-28,Williamsburg foodie inspired loft,Brooklyn,Loft,Entire home/apt,1.0,16,175,99.0,2255 days,2009
23727,2009-06-29,Prospect Heights quiet sunny nest,Brooklyn,Apartment,Entire home/apt,2.0,6,150,97.0,2254 days,2009
23633,2009-06-29,1,Brooklyn,Loft,Private room,1.0,0,120,93.50761421319797,2254 days,2009
23856,2009-06-30,Large modern 2-BR by McCaren Park,Brooklyn,Apartment,Entire home/apt,1.0,2,150,100.0,2253 days,2009
23843,2009-06-30,Lower East Side/EV 1 BR Charmer,Manhattan,Apartment,Entire home/apt,1.0,15,175,96.0,2253 days,2009
24000,2009-07-01,sunny EAST VILLAGE bdrm!,Manhattan,Apartment,Private room,1.0,80,133,91.0,2252 days,2009
24222,2009-07-02,"3BR, 1.5 BA EV apt w/ backyard",Manhattan,Apartment,Entire home/apt,4.0,9,375,96.0,2251 days,2009
24901,2009-07-08,Beautiful Light Filled Abode,Brooklyn,Apartment,Entire home/apt,2.0,0,150,92.05056465561094,2245 days,2009
25183,2009-07-10,MAISON DES SIRENES 3,Brooklyn,Apartment,Entire home/apt,4.0,23,150,91.0,2243 days,2009
25183,2009-07-10,"MAISON DES SIRENES1,book NOW",Brooklyn,Apartment,Entire home/apt,4.0,36,150,92.0,2243 days,2009
25100,2009-07-10,Room in UWS steps to Central Park!,Manhattan,Apartment,Private room,1.0,4,180,90.0,2243 days,2009
25533,2009-07-13,NYC Sofa bed St Marks East Village,Manhattan,Apartment,Private room,1.0,30,59,81.0,2240 days,2009
25533,2009-07-13,NYC Spacious Room East Village,Manhattan,Apartment,Private room,1.0,14,99,72.0,2240 days,2009
25533,2009-07-13,NYC Spacious Room East Village (2),Manhattan,Apartment,Private room,1.0,3,99,90.0,2240 days,2009
25551,2009-07-14,williamsburg design // with balcony,Brooklyn,Apartment,Entire home/apt,1.0,20,199,97.0,2239 days,2009
25632,2009-07-14,"Sunny 2BD, 2 balconies",Brooklyn,Apartment,Entire home/apt,2.0,1,300,100.0,2239 days,2009
26210,2009-07-19,Private room in Harlem apartment,Manhattan,Apartment,Private room,1.0,69,85,94.0,2234 days,2009
26333,2009-07-20,Artist Loft in Midtown West,Manhattan,Apartment,Entire home/apt,2.0,6,375,96.0,2233 days,2009
26640,2009-07-21,Gorgeous Sunny Studio,Manhattan,Apartment,Entire home/apt,2.0,38,135,79.0,2232 days,2009
26640,2009-07-21,Stunning 1br in Historic Brownstone,Manhattan,Apartment,Entire home/apt,2.0,26,289,91.0,2232 days,2009
26640,2009-07-21,Sunny Studios in Historic Browstone,Manhattan,Apartment,Entire home/apt,1.0,9,179,80.0,2232 days,2009
27104,2009-07-23,Great Room in Manhattan - $60/Night,Manhattan,Apartment,Private room,1.0,73,60,93.0,2230 days,2009
27580,2009-07-26,Sunny South Williamsurg,Brooklyn,Apartment,Entire home/apt,1.0,0,125,92.05056465561094,2227 days,2009
27969,2009-07-27,Great room in spacious apartment!,Manhattan,Apartment,Private room,1.0,0,98,92.05056465561094,2226 days,2009
27848,2009-07-27,Bargain Space,Queens,House,Private room,2.0,24,55,88.0,2226 days,2009
27848,2009-07-27,CRASH PALACE,Queens,House,Private room,2.0,11,68,86.0,2226 days,2009
27848,2009-07-27,ENJOY THE CITY ON CHEAP,Queens,House,Private room,1.0,43,45,78.0,2226 days,2009
27848,2009-07-27,Excellent/Pvt Rm,Queens,House,Private room,2.0,47,55,88.0,2226 days,2009
27848,2009-07-27,Great Deal/Pvt Rm,Queens,House,Private room,2.0,58,55,88.0,2226 days,2009
27848,2009-07-27,Private Rm2/Shared Bath,Queens,House,Private room,2.0,53,55,93.0,2226 days,2009
27848,2009-07-27,Right on Budget,Queens,House,Private room,2.0,57,68,86.0,2226 days,2009
