neighbourhood,property_type,room_type,beds,price,review_scores_rating,date_difference
1,0,1,1.0,89,97.0,1482
2,0,1,1.0,110,92.05056465561094,1482
2,0,1,1.0,125,86.0,1482
2,0,1,1.0,169,100.0,1482
1,0,0,4.0,130,93.0,1481
1,0,0,1.0,162,100.0,1481
2,0,0,1.0,189,99.0,1481
2,0,0,4.0,339,76.0,1481
2,0,0,1.0,225,99.0,1481
2,0,0,1.0,199,92.0,1481
2,0,0,1.0,110,100.0,1481
2,0,0,2.0,185,92.05056465561094,1481
2,0,0,1.0,200,92.05056465561094,1481
2,0,0,1.0,175,91.0,1481
1,0,1,1.0,125,97.0,1481
1,0,1,2.0,85,87.0,1481
2,0,1,1.0,60,94.0,1481
2,0,1,1.0,65,94.0,1481
1,13,0,1.0,194,97.0,1480
2,0,0,1.0,180,80.0,1480
2,0,0,2.0,239,94.0,1480
2,0,0,2.0,199,92.05056465561094,1480
2,0,0,2.0,120,91.0,1480
2,0,0,1.0,179,92.0,1480
2,0,0,3.0,180,95.0,1480
1,0,1,1.0,85,100.0,1480
1,0,1,1.0,79,92.05056465561094,1480
1,0,1,1.0,70,89.0,1480
1,0,1,1.0,49,90.0,1480
1,0,1,2.0,45,96.0,1480
2,0,1,1.0,80,86.0,1480
1,0,0,1.0,135,95.0,1479
1,0,0,1.0,65,100.0,1479
1,0,0,1.0,110,88.0,1479
1,0,0,2.0,135,95.0,1479
2,0,0,1.0,199,90.0,1479
2,0,0,1.0,95,96.0,1479
2,0,0,2.0,179,100.0,1479
2,0,0,2.0,200,92.05056465561094,1479
2,0,0,2.0,200,100.0,1479
1,0,1,1.0,99,92.05056465561094,1479
2,0,1,1.0,75,93.0,1479
2,0,0,1.0,150,96.0,1478
2,0,0,2.0,229,100.0,1478
2,0,0,5.0,299,93.0,1478
2,0,0,1.0,165,94.0,1478
2,0,0,3.0,235,93.0,1478
1,0,1,1.0,65,94.0,1478
1,0,1,1.0,69,89.0,1478
2,0,1,1.0,125,90.0,1478
1,0,0,2.0,65,92.05056465561094,1477
1,0,0,2.0,110,90.0,1477
1,0,0,3.0,160,100.0,1477
1,10,0,5.0,250,90.88325849903784,1477
2,0,0,2.0,390,89.0,1477
2,0,0,1.0,175,92.05056465561094,1477
2,0,0,2.0,105,92.05056465561094,1477
3,0,0,1.0,90,90.0,1477
1,0,1,1.0,100,97.0,1477
1,0,1,1.0,85,95.0,1477
1,10,1,3.0,150,90.88325849903784,1477
1,10,1,2.0,78,96.0,1477
1,10,1,2.0,74,93.0,1477
1,10,1,1.0,65,97.0,1477
1,10,1,1.0,75,90.88325849903784,1477
1,10,1,2.0,75,92.0,1477
1,10,1,2.0,75,100.0,1477
1,10,1,1.0,78,90.88325849903784,1477
1,10,1,2.0,89,100.0,1477
2,0,1,1.0,90,95.0,1477
1,0,0,1.0,300,94.0,1476
1,13,0,3.0,190,88.0,1476
2,0,0,1.0,225,100.0,1476
2,0,0,1.0,170,80.0,1476
2,0,0,1.0,135,90.0,1476
2,0,0,3.0,180,90.0,1476
1,0,1,1.0,75,92.05056465561094,1476
1,0,1,1.0,90,92.05056465561094,1476
1,0,1,1.0,95,92.05056465561094,1476
2,0,0,2.0,302,85.0,1475
2,0,0,1.0,195,94.0,1475
2,0,1,2.0,211,92.05056465561094,1475
2,1,1,2.0,260,90.54411764705884,1475
1,0,0,1.0,180,95.0,1474
1,0,0,1.0,89,92.05056465561094,1474
2,0,0,1.0,290,98.0,1474
2,0,0,1.0,105,100.0,1474
1,0,1,1.0,80,90.0,1474
1,0,1,1.0,60,80.0,1474
1,0,0,2.0,260,98.0,1473
2,0,0,1.0,100,100.0,1473
2,0,0,2.0,199,90.0,1473
1,0,0,4.0,189,100.0,1472
1,0,0,3.0,115,100.0,1472
2,0,0,1.0,120,80.0,1472
1,0,1,1.0,95,92.05056465561094,1472
1,0,1,1.0,89,92.05056465561094,1472
1,0,1,2.0,60,92.05056465561094,1472
2,1,1,1.0,125,89.0,1472
1,0,0,1.0,120,95.0,1471
1,16,0,2.0,139,98.0,1471
2,0,0,2.0,420,88.0,1471
2,0,0,4.0,595,97.0,1471
2,0,0,1.0,158,100.0,1471
2,0,0,2.0,200,90.0,1471
3,0,0,1.0,125,95.0,1471
1,0,1,1.0,125,98.0,1471
1,0,1,1.0,125,97.0,1471
1,0,1,1.0,90,92.05056465561094,1471
2,0,1,2.0,39,76.0,1471
2,0,1,2.0,39,75.0,1471
1,0,0,1.0,150,92.05056465561094,1470
2,0,0,1.0,200,91.0,1470
1,0,1,1.0,90,92.05056465561094,1470
1,0,1,1.0,90,92.05056465561094,1470
1,0,1,1.0,50,95.0,1470
1,10,1,1.0,85,94.0,1470
1,0,0,2.0,160,100.0,1469
1,0,0,3.0,120,93.0,1469
1,10,0,2.0,165,97.0,1469
1,13,0,3.0,265,93.50761421319795,1469
2,0,0,1.0,195,100.0,1469
2,0,0,1.0,170,100.0,1469
1,0,1,2.0,75,94.0,1469
1,0,1,1.0,95,83.0,1469
1,0,1,1.0,89,89.0,1469
1,0,1,1.0,85,92.05056465561094,1469
1,0,1,1.0,90,92.05056465561094,1469
2,0,1,1.0,103,96.0,1469
1,0,0,1.0,160,90.0,1468
1,0,0,1.0,140,100.0,1468
1,13,0,1.0,230,93.50761421319795,1468
2,0,0,1.0,191,95.0,1468
2,0,0,1.0,215,94.0,1468
1,0,1,1.0,90,100.0,1468
2,0,1,1.0,118,100.0,1468
1,0,0,2.0,140,100.0,1467
1,0,0,1.0,150,80.0,1467
1,2,0,2.0,100,95.0,1467
2,0,0,1.0,300,94.0,1467
2,0,0,1.0,180,95.0,1467
2,0,1,1.0,99,91.0,1467
2,0,1,1.0,85,82.0,1467
2,0,1,1.0,105,92.05056465561094,1467
1,0,0,1.0,185,96.0,1466
1,0,0,2.0,160,90.0,1466
1,0,0,1.0,135,92.0,1466
2,0,0,1.0,120,95.0,1466
2,0,0,2.0,250,98.0,1466
1,0,1,1.0,80,80.0,1466
2,0,1,1.0,145,94.0,1466
1,0,2,1.0,53,100.0,1466
1,0,2,1.0,200,92.05056465561094,1466
2,0,0,1.0,180,92.0,1465
2,0,0,1.0,200,92.05056465561094,1465
2,0,0,3.0,295,100.0,1465
1,0,1,1.0,50,96.0,1465
1,0,1,1.0,93,92.0,1465
1,0,0,1.0,175,95.0,1464
1,0,0,2.0,119,92.0,1464
1,0,0,1.0,150,93.0,1464
2,0,0,3.0,599,100.0,1464
2,0,0,1.0,175,92.0,1464
2,0,1,1.0,150,100.0,1464
3,0,1,1.0,49,97.0,1464
1,0,0,1.0,120,92.05056465561094,1463
1,0,0,2.0,240,91.0,1463
1,0,0,2.0,200,100.0,1463
2,0,0,2.0,215,93.0,1463
1,0,1,1.0,85,93.0,1463
1,0,1,1.0,93,92.05056465561094,1463
1,0,1,1.0,60,92.05056465561094,1463
1,0,1,1.0,80,100.0,1463
1,0,1,1.0,65,92.05056465561094,1463
1,0,1,1.0,70,94.0,1463
2,0,0,1.0,230,92.05056465561094,1462
2,0,0,1.0,75,92.05056465561094,1462
1,0,1,1.0,100,100.0,1462
1,0,1,1.0,75,100.0,1462
2,0,1,1.0,169,95.0,1462
2,0,1,1.0,99,94.0,1462
2,0,1,1.0,60,92.05056465561094,1462
1,0,0,2.0,120,100.0,1461
1,0,0,2.0,175,100.0,1461
2,0,0,1.0,259,92.05056465561094,1461
2,0,0,1.0,149,94.0,1461
2,0,0,1.0,230,95.0,1461
1,0,1,1.0,95,85.0,1461
3,0,1,1.0,90,87.0,1461
3,0,1,1.0,110,96.0,1461
1,0,0,3.0,600,92.05056465561094,1460
1,0,0,2.0,199,93.0,1460
2,0,0,1.0,195,96.0,1460
2,0,0,1.0,275,92.05056465561094,1460
2,0,0,2.0,350,95.0,1460
2,0,0,2.0,249,92.05056465561094,1460
1,0,1,1.0,60,100.0,1460
2,0,1,1.0,70,97.0,1460
2,0,1,1.0,110,94.0,1460
2,0,1,1.0,83,91.0,1460
1,0,0,2.0,175,89.0,1459
1,0,0,2.0,450,92.05056465561094,1459
1,0,0,2.0,229,93.0,1459
1,10,0,2.0,165,90.88325849903784,1459
2,0,0,3.0,400,100.0,1459
1,0,1,1.0,90,96.0,1459
1,10,1,1.0,80,82.0,1459
2,0,1,1.0,75,94.0,1459
2,0,1,1.0,50,90.0,1459
2,0,1,1.0,50,89.0,1459
2,0,1,2.0,55,88.0,1459
2,0,1,1.0,50,89.0,1459
2,0,1,1.0,50,76.0,1459
2,0,1,2.0,55,80.0,1459
2,0,1,1.0,50,88.0,1459
2,0,1,1.0,50,74.0,1459
2,0,1,1.0,50,90.0,1459
2,0,1,1.0,65,85.0,1459
2,0,1,1.0,60,90.0,1459
2,0,1,1.0,50,89.0,1459
3,0,1,2.0,108,90.0,1459
0,0,0,2.0,99,100.0,1458
1,0,0,2.0,130,92.0,1458
1,0,0,3.0,210,100.0,1458
2,0,0,2.0,165,100.0,1458
2,0,0,1.0,135,80.0,1458
2,0,0,3.0,361,92.05056465561094,1458
3,3,0,1.0,195,87.0,1458
3,3,0,2.0,149,97.0,1458
1,0,1,1.0,90,92.05056465561094,1458
1,0,1,1.0,85,98.0,1458
2,0,1,2.0,190,92.0,1458
2,0,1,1.0,109,90.0,1458
2,0,1,1.0,115,93.0,1458
2,0,1,2.0,115,95.0,1458
1,0,0,1.0,150,98.0,1457
1,0,0,2.0,100,99.0,1457
1,0,1,1.0,90,92.05056465561094,1457
2,0,1,1.0,100,80.0,1457
1,0,0,1.0,125,100.0,1456
1,0,0,2.0,160,92.05056465561094,1456
1,10,0,3.0,150,90.88325849903784,1456
2,0,0,1.0,150,88.0,1456
2,0,0,1.0,170,96.0,1456
1,0,1,1.0,85,100.0,1456
1,0,1,1.0,100,100.0,1456
1,0,1,1.0,30,90.0,1456
1,0,1,1.0,50,92.0,1456
1,0,1,1.0,40,92.05056465561094,1456
1,1,1,1.0,79,94.0,1456
1,10,1,1.0,79,97.0,1456
1,10,1,1.0,79,90.88325849903784,1456
1,10,1,1.0,85,89.0,1456
1,10,1,1.0,75,98.0,1456
2,0,1,1.0,70,95.0,1456
2,0,1,1.0,80,96.0,1456
2,0,1,1.0,90,96.0,1456
1,0,0,2.0,125,93.0,1455
1,0,0,1.0,80,100.0,1455
1,13,0,2.0,220,98.0,1455
1,13,0,2.0,200,100.0,1455
2,0,0,1.0,140,94.0,1455
2,0,0,2.0,300,92.05056465561094,1455
4,0,0,1.0,120,92.05056465561094,1455
2,0,1,1.0,150,99.0,1455
1,0,0,2.0,225,94.0,1454
1,0,1,1.0,119,100.0,1454
1,0,1,1.0,107,97.0,1454
1,0,1,1.0,102,95.0,1454
1,0,1,1.0,50,97.0,1454
1,10,1,1.0,45,95.0,1454
1,10,1,1.0,48,97.0,1454
2,0,1,1.0,87,88.0,1454
2,0,1,1.0,85,93.0,1454
2,0,1,1.0,93,100.0,1454
1,0,0,1.0,150,94.0,1453
1,0,0,3.0,170,100.0,1453
1,0,0,1.0,97,97.0,1453
1,0,0,2.0,250,100.0,1453
1,0,0,1.0,160,97.0,1453
1,0,0,2.0,250,100.0,1453
2,0,0,2.0,495,100.0,1453
2,0,0,1.0,250,92.05056465561094,1453
2,0,0,1.0,290,100.0,1453
2,0,0,1.0,150,95.0,1453
2,0,0,2.0,205,92.05056465561094,1453
2,13,0,1.0,160,93.0,1453
2,0,1,1.0,90,99.0,1453
2,0,1,1.0,95,93.0,1453
2,0,2,1.0,79,92.05056465561094,1453
1,0,0,4.0,225,100.0,1452
1,0,0,2.0,245,68.0,1452
2,0,0,1.0,300,97.0,1452
2,0,0,1.0,185,94.0,1452
2,0,0,1.0,115,92.05056465561094,1452
1,0,0,4.0,189,98.0,1451
1,0,0,1.0,207,100.0,1451
2,0,0,2.0,160,76.0,1451
2,0,0,1.0,98,96.0,1451
2,0,0,2.0,170,85.0,1451
2,0,1,1.0,82,97.0,1451
2,0,0,2.0,200,100.0,1450
2,0,0,1.0,155,93.0,1450
2,0,0,1.0,159,93.0,1450
1,10,1,2.0,105,80.0,1450
1,10,1,1.0,95,90.0,1450
1,10,1,2.0,122,87.0,1450
2,0,1,1.0,100,82.0,1450
3,0,1,1.0,125,93.0,1450
1,0,0,1.0,115,84.0,1449
1,0,0,2.0,142,92.05056465561094,1449
1,0,0,3.0,150,100.0,1449
1,0,0,2.0,149,100.0,1449
1,0,0,2.0,160,98.0,1449
1,13,0,3.0,245,89.0,1449
1,13,0,3.0,270,95.0,1449
2,0,0,1.0,199,100.0,1449
2,0,0,3.0,250,86.0,1449
2,0,0,3.0,250,88.0,1449
2,0,0,3.0,250,88.0,1449
2,0,0,2.0,145,88.0,1449
2,0,0,2.0,135,92.05056465561094,1449
2,0,0,2.0,127,100.0,1449
2,0,0,2.0,145,91.0,1449
2,0,0,2.0,145,90.0,1449
2,0,0,2.0,110,84.0,1449
1,0,1,1.0,75,92.05056465561094,1449
2,13,1,1.0,200,93.50761421319795,1449
3,0,1,1.0,80,92.05056465561094,1449
1,0,2,1.0,50,100.0,1449
1,0,0,2.0,140,89.0,1448
1,0,0,1.0,185,100.0,1448
1,0,0,3.0,98,94.0,1448
1,13,0,5.0,289,93.50761421319795,1448
2,0,0,2.0,125,88.0,1448
2,0,0,1.0,199,96.0,1448
2,0,0,1.0,160,92.05056465561094,1448
2,0,0,2.0,600,96.0,1448
2,0,0,1.0,175,92.05056465561094,1448
1,0,1,1.0,65,87.0,1448
1,10,1,1.0,69,90.0,1448
1,0,0,1.0,115,92.05056465561094,1447
2,0,0,3.0,220,94.0,1447
2,0,0,2.0,187,100.0,1447
2,0,0,2.0,150,95.0,1447
2,0,0,3.0,249,93.0,1447
2,0,0,1.0,139,94.0,1447
2,0,0,2.0,750,95.0,1447
2,0,0,1.0,149,100.0,1447
2,0,0,2.0,209,92.0,1447
2,0,0,2.0,98,91.0,1447
3,0,0,2.0,92,100.0,1447
3,0,0,1.0,95,92.05056465561094,1447
1,0,1,2.0,69,100.0,1447
1,0,0,1.0,175,100.0,1446
1,0,0,2.0,198,93.0,1446
1,0,0,2.0,180,100.0,1446
2,0,0,4.0,480,92.05056465561094,1446
2,0,0,2.0,385,92.05056465561094,1446
2,0,0,4.0,275,92.0,1446
2,0,0,2.0,120,94.0,1446
1,0,1,1.0,70,93.0,1446
1,0,1,1.0,70,95.0,1446
2,0,1,1.0,120,96.0,1446
2,0,1,1.0,90,92.0,1446
2,0,1,1.0,40,100.0,1446
2,0,0,2.0,250,92.05056465561094,1445
2,0,0,1.0,180,94.0,1445
3,0,0,2.0,100,84.0,1445
3,1,0,1.0,140,100.0,1445
1,0,1,2.0,60,85.0,1445
1,0,1,2.0,65,91.0,1445
2,0,1,1.0,28,90.0,1445
2,0,0,2.0,1000,92.05056465561094,1444
1,0,1,1.0,62,87.0,1444
1,0,1,1.0,67,92.05056465561094,1444
3,10,1,1.0,60,85.0,1444
3,10,1,2.0,95,78.0,1444
3,10,1,1.0,55,88.0,1444
1,0,0,1.0,125,89.0,1443
1,0,0,1.0,128,95.0,1443
1,10,0,5.0,8000,90.88325849903784,1443
1,10,0,5.0,4500,100.0,1443
4,0,0,1.0,75,91.0,1443
1,10,1,2.0,459,99.0,1443
1,10,1,1.0,279,97.0,1443
1,10,1,1.0,239,98.0,1443
1,10,1,1.0,199,98.0,1443
1,10,1,1.0,329,100.0,1443
1,10,1,1.0,269,100.0,1443
1,10,1,4.0,997,100.0,1443
1,10,1,1.0,259,100.0,1443
1,0,0,2.0,123,92.0,1442
1,0,0,1.0,150,98.0,1442
1,0,0,2.0,75,100.0,1442
2,0,0,1.0,150,87.0,1442
2,0,0,1.0,200,96.0,1442
1,0,1,1.0,63,92.05056465561094,1442
1,0,1,1.0,50,89.0,1442
2,0,1,1.0,90,92.05056465561094,1442
1,10,0,1.0,125,90.88325849903784,1441
2,0,0,3.0,275,96.0,1441
2,0,0,1.0,220,90.0,1441
0,0,1,0.0,65,84.0,1441
2,0,1,2.0,190,100.0,1441
2,0,1,1.0,85,92.05056465561094,1441
1,0,0,2.0,165,97.0,1440
1,0,0,2.0,150,92.05056465561094,1440
1,0,0,1.0,175,92.05056465561094,1440
1,10,0,2.0,135,99.0,1440
2,0,0,1.0,450,92.05056465561094,1440
2,0,0,2.0,149,95.0,1440
2,0,0,2.0,279,94.0,1440
2,0,0,2.0,250,95.0,1440
2,0,0,3.0,308,97.0,1440
2,0,0,2.0,350,96.0,1440
1,0,1,1.0,110,99.0,1440
1,0,1,1.0,150,100.0,1440
2,0,1,1.0,108,95.0,1440
2,0,1,1.0,133,95.0,1440
2,0,1,1.0,115,97.0,1440
2,0,1,1.0,50,92.05056465561094,1440
2,0,1,1.0,50,92.05056465561094,1440
2,0,1,1.0,50,92.05056465561094,1440
2,0,1,1.0,50,92.05056465561094,1440
2,0,1,1.0,50,92.05056465561094,1440
2,0,1,2.0,128,96.0,1440
2,0,1,1.0,130,97.0,1440
3,0,1,1.0,40,92.05056465561094,1440
3,0,1,1.0,45,80.0,1440
1,0,2,1.0,74,98.0,1440
1,0,0,3.0,345,100.0,1439
1,0,0,1.0,65,100.0,1439
1,0,0,1.0,115,96.0,1439
2,0,0,1.0,399,92.0,1439
2,0,0,1.0,190,96.0,1439
2,0,0,1.0,169,97.0,1439
2,0,0,1.0,216,92.05056465561094,1439
2,0,0,1.0,200,92.05056465561094,1439
2,0,0,1.0,250,92.05056465561094,1439
2,13,0,1.0,180,86.0,1439
1,0,0,1.0,175,99.0,1438
1,0,0,1.0,120,90.0,1438
1,0,0,2.0,235,98.0,1438
1,0,0,1.0,135,88.0,1438
2,0,0,1.0,119,92.05056465561094,1438
3,0,0,2.0,80,92.05056465561094,1438
1,0,1,1.0,70,92.05056465561094,1438
1,0,1,1.0,78,95.0,1438
1,16,1,3.0,135,97.0,1438
2,0,1,1.0,114,98.0,1438
3,0,1,1.0,55,95.0,1438
1,0,2,1.0,99,98.0,1438
1,0,0,3.0,175,90.0,1437
1,10,0,3.0,215,94.0,1437
2,0,0,1.0,145,80.0,1437
2,0,0,1.0,95,92.05056465561094,1437
1,0,1,1.0,80,97.0,1437
1,10,1,1.0,90,96.0,1437
1,0,0,1.0,150,97.0,1436
1,0,0,2.0,75,93.0,1436
2,0,0,1.0,175,98.0,1436
2,0,0,1.0,200,100.0,1436
2,0,0,4.0,218,92.0,1436
1,0,1,1.0,100,92.05056465561094,1436
2,0,1,1.0,90,96.0,1436
2,0,1,1.0,125,88.0,1436
1,0,0,1.0,145,87.0,1435
1,0,0,1.0,150,100.0,1435
1,0,0,1.0,90,98.0,1435
1,0,0,2.0,150,100.0,1435
1,0,0,2.0,250,97.0,1435
1,0,1,1.0,85,95.0,1435
2,0,1,1.0,65,92.05056465561094,1435
2,0,1,1.0,95,95.0,1435
4,0,1,1.0,59,98.0,1435
4,10,1,1.0,49,97.0,1435
4,10,1,1.0,49,100.0,1435
1,0,0,6.0,103,91.0,1434
1,0,0,6.0,122,92.05056465561094,1434
1,0,0,3.0,111,92.05056465561094,1434
1,0,0,6.0,149,80.0,1434
1,0,0,3.0,179,92.05056465561094,1434
1,0,0,1.0,110,90.0,1434
1,0,0,3.0,105,92.05056465561094,1434
1,0,0,2.0,159,98.0,1434
1,0,0,6.0,169,100.0,1434
1,13,0,1.0,225,94.0,1434
2,0,0,3.0,185,74.0,1434
2,0,0,1.0,225,100.0,1434
2,0,0,1.0,143,100.0,1434
2,0,0,1.0,125,100.0,1434
1,0,1,2.0,48,92.05056465561094,1434
1,0,1,2.0,48,92.05056465561094,1434
1,0,1,2.0,47,92.05056465561094,1434
1,0,1,2.0,101,92.05056465561094,1434
1,0,1,1.0,95,92.05056465561094,1434
1,0,1,1.0,65,100.0,1434
1,0,1,1.0,69,80.0,1434
1,0,1,1.0,59,92.05056465561094,1434
1,0,1,2.0,69,96.0,1434
1,0,1,1.0,79,100.0,1434
1,0,1,3.0,109,97.0,1434
1,1,1,1.0,99,95.0,1434
1,10,0,4.0,125,88.0,1433
2,0,0,1.0,143,100.0,1433
2,0,0,1.0,175,80.0,1433
2,0,0,2.0,295,98.0,1433
2,0,0,1.0,150,96.0,1433
2,0,0,1.0,179,90.0,1433
2,0,1,1.0,159,98.0,1433
2,0,0,1.0,190,92.05056465561094,1432
2,0,0,3.0,800,95.0,1432
2,0,0,1.0,185,85.0,1432
2,0,0,5.0,735,80.0,1432
3,8,0,1.0,165,100.0,1432
2,0,1,1.0,79,91.0,1432
2,0,1,1.0,120,100.0,1432
2,0,1,1.0,180,92.05056465561094,1432
2,0,2,1.0,40,97.0,1432
1,0,0,1.0,140,96.0,1431
1,0,0,1.0,118,92.05056465561094,1431
2,0,0,2.0,215,89.0,1431
2,0,0,2.0,210,95.0,1431
2,0,0,1.0,125,98.0,1431
2,0,0,1.0,135,60.0,1431
2,0,0,2.0,240,80.0,1431
2,0,0,1.0,250,97.0,1431
2,0,0,1.0,249,100.0,1431
1,13,1,1.0,60,100.0,1431
2,0,1,1.0,145,97.0,1431
2,0,1,1.0,95,40.0,1431
2,0,1,1.0,70,94.0,1431
2,0,1,1.0,65,94.0,1431
2,0,1,2.0,70,94.0,1431
2,0,1,1.0,109,84.0,1431
2,0,1,1.0,65,97.0,1431
3,0,1,2.0,70,92.0,1431
3,13,1,1.0,55,98.0,1431
1,0,0,3.0,300,98.0,1430
1,0,0,3.0,150,80.0,1430
2,0,0,1.0,230,100.0,1430
2,0,0,2.0,150,100.0,1430
1,0,1,1.0,60,87.0,1430
1,0,1,2.0,80,91.0,1430
3,9,1,1.0,65,95.0,1430
3,9,1,1.0,60,90.0,1430
3,9,1,1.0,50,95.0,1430
3,10,1,1.0,65,95.0,1430
1,0,0,1.0,190,98.0,1429
1,0,0,1.0,95,80.0,1429
1,0,0,1.0,225,96.0,1429
1,0,0,1.0,165,93.0,1429
2,0,0,1.0,150,95.0,1429
2,0,0,1.0,190,92.0,1429
3,10,0,2.0,129,87.0,1429
2,0,1,1.0,90,94.0,1429
1,0,0,3.0,289,95.0,1428
1,0,0,4.0,289,93.0,1428
1,0,0,3.0,210,93.0,1428
1,10,0,3.0,199,93.0,1428
2,0,0,3.0,350,80.0,1428
2,0,0,1.0,475,99.0,1428
2,0,0,1.0,276,92.05056465561094,1428
2,0,0,1.0,250,96.0,1428
2,0,0,2.0,390,92.0,1428
2,0,0,1.0,175,100.0,1428
1,0,1,1.0,96,92.0,1428
1,0,1,2.0,105,95.0,1428
1,0,1,1.0,55,90.0,1428
1,0,1,1.0,75,92.05056465561094,1428
1,0,1,1.0,85,96.0,1428
2,0,1,1.0,300,92.0,1428
2,0,1,1.0,140,100.0,1428
2,0,1,1.0,140,92.05056465561094,1428
2,0,1,1.0,145,85.0,1428
1,0,0,1.0,200,92.05056465561094,1427
1,0,0,1.0,119,92.05056465561094,1427
2,0,0,2.0,199,94.0,1427
2,0,0,2.0,250,100.0,1427
2,0,0,1.0,130,93.0,1427
2,0,0,2.0,495,92.05056465561094,1427
1,0,1,1.0,120,100.0,1427
1,0,0,1.0,155,80.0,1426
1,0,0,1.0,65,85.0,1426
1,0,0,1.0,250,100.0,1426
2,0,0,1.0,280,95.0,1426
2,0,0,1.0,450,92.05056465561094,1426
1,0,1,1.0,75,92.05056465561094,1426
1,10,1,1.0,75,60.0,1426
1,10,1,2.0,95,100.0,1426
1,16,1,3.0,95,90.0,1426
1,16,1,1.0,50,80.0,1426
1,16,1,2.0,80,93.80722891566263,1426
2,0,1,1.0,85,92.0,1426
2,1,1,1.0,150,90.54411764705884,1426
1,0,0,1.0,120,95.0,1425
1,0,0,1.0,135,94.0,1425
1,0,0,2.0,130,84.0,1425
1,0,0,1.0,125,92.05056465561094,1425
1,10,0,3.0,150,100.0,1425
2,0,0,1.0,299,92.05056465561094,1425
2,0,0,2.0,150,91.0,1425
3,0,0,1.0,64,98.0,1425
1,0,1,2.0,91,100.0,1425
2,0,2,1.0,100,100.0,1425
1,0,0,2.0,129,91.0,1424
1,0,0,1.0,109,93.0,1424
1,0,0,1.0,100,100.0,1424
1,0,0,1.0,95,100.0,1424
1,0,0,1.0,95,89.0,1424
1,0,0,2.0,139,92.05056465561094,1424
1,0,0,3.0,250,87.0,1424
1,13,0,3.0,280,93.50761421319795,1424
2,0,0,1.0,195,94.0,1424
2,0,0,1.0,165,98.0,1424
2,0,0,1.0,150,90.0,1424
2,0,0,1.0,225,95.0,1424
1,1,1,1.0,99,100.0,1424
2,1,1,2.0,165,95.0,1424
1,0,0,2.0,490,80.0,1423
1,0,0,1.0,125,100.0,1423
1,0,0,1.0,115,90.0,1423
2,0,0,2.0,240,95.0,1423
2,0,0,1.0,110,91.0,1423
2,0,0,1.0,115,92.0,1423
1,0,1,1.0,100,100.0,1423
1,10,1,1.0,55,91.0,1423
2,0,1,1.0,149,86.0,1423
2,0,1,1.0,60,92.0,1423
1,0,0,1.0,150,100.0,1422
1,0,0,1.0,120,98.0,1422
2,0,0,1.0,150,100.0,1422
2,0,0,2.0,280,96.0,1422
2,0,0,3.0,300,99.0,1422
2,0,0,1.0,220,87.0,1422
2,0,0,1.0,190,100.0,1422
2,0,0,1.0,250,96.0,1422
2,0,0,2.0,119,72.0,1422
2,0,0,2.0,300,89.0,1422
3,10,1,1.0,69,86.0,1422
3,10,1,1.0,79,91.0,1422
3,10,1,2.0,79,97.0,1422
3,10,1,1.0,64,86.0,1422
3,10,1,1.0,49,82.0,1422
1,0,2,2.0,49,98.0,1422
1,0,2,2.0,99,100.0,1422
1,0,0,2.0,130,95.0,1421
1,0,0,2.0,150,97.0,1421
1,0,0,2.0,99,93.0,1421
2,0,0,1.0,250,91.0,1421
2,0,0,2.0,179,97.0,1421
2,10,0,8.0,750,90.88325849903784,1421
3,0,0,6.0,210,93.0,1421
2,0,1,1.0,84,97.0,1421
2,0,1,1.0,85,83.0,1421
3,0,1,1.0,69,96.0,1421
1,0,0,2.0,86,100.0,1420
1,0,0,2.0,149,87.0,1420
1,0,0,4.0,135,95.0,1420
1,10,0,1.0,149,98.0,1420
2,0,0,3.0,249,95.0,1420
2,0,0,1.0,215,87.0,1420
1,0,1,1.0,150,92.05056465561094,1420
1,0,1,1.0,129,96.0,1420
2,0,1,1.0,89,90.0,1420
2,0,1,1.0,95,88.0,1420
1,0,0,1.0,140,100.0,1419
1,0,0,1.0,180,85.0,1419
2,0,0,1.0,200,98.0,1419
2,0,0,1.0,175,82.0,1419
2,0,0,1.0,125,86.0,1419
2,0,0,1.0,150,91.0,1419
2,1,0,2.0,220,92.0,1419
2,10,0,3.0,280,100.0,1419
1,0,1,1.0,75,98.0,1419
1,0,1,1.0,90,92.05056465561094,1419
1,0,0,1.0,165,91.0,1418
1,0,0,1.0,135,92.05056465561094,1418
1,13,0,2.0,190,98.0,1418
2,0,0,1.0,247,100.0,1418
2,0,0,3.0,599,99.0,1418
2,0,0,1.0,134,100.0,1418
1,0,1,1.0,109,98.0,1418
1,0,1,1.0,70,92.0,1418
2,0,1,1.0,129,92.05056465561094,1418
1,0,0,1.0,155,95.0,1417
1,0,0,2.0,160,100.0,1417
1,0,0,2.0,245,100.0,1417
2,0,0,1.0,159,91.0,1417
2,0,0,1.0,135,85.0,1417
2,0,0,1.0,155,98.0,1417
2,0,0,2.0,195,96.0,1417
1,0,1,1.0,90,93.0,1417
2,0,1,1.0,125,90.0,1417
2,0,1,1.0,95,98.0,1417
2,0,1,1.0,96,80.0,1417
3,0,1,1.0,68,93.0,1417
1,0,0,2.0,125,94.0,1416
1,0,0,1.0,450,94.0,1416
1,0,0,1.0,185,92.0,1416
1,0,0,3.0,275,100.0,1416
1,0,0,2.0,220,100.0,1416
2,0,0,2.0,140,92.05056465561094,1416
2,0,0,1.0,215,91.0,1416
2,0,1,1.0,89,91.0,1416
1,0,0,1.0,125,100.0,1415
