neighbourhood,property_type,room_type,beds,price,review_scores_rating,date_difference
1,0,1,1.0,150,92.05056465561094,619
2,0,1,1.0,90,88.0,619
2,0,1,1.0,150,100.0,619
2,0,1,1.0,90,71.0,619
2,0,1,1.0,85,76.0,619
1,0,1,1.0,47,84.0,618
2,0,1,2.0,200,100.0,618
2,0,1,1.0,65,80.0,618
2,0,1,1.0,65,93.0,618
3,0,1,1.0,74,92.05056465561094,618
2,0,0,1.0,1200,92.05056465561094,617
2,0,0,2.0,250,100.0,617
2,0,0,1.0,175,100.0,617
2,0,0,2.0,180,97.0,617
2,0,0,2.0,135,100.0,617
1,0,1,1.0,85,87.0,617
1,0,1,1.0,110,100.0,617
2,0,1,1.0,63,100.0,617
2,0,1,1.0,55,92.05056465561094,617
2,0,1,1.0,55,92.05056465561094,617
1,10,0,5.0,299,85.0,616
2,0,0,1.0,125,92.05056465561094,616
2,0,0,1.0,214,96.0,616
2,0,0,2.0,250,100.0,616
2,0,0,1.0,600,80.0,616
2,0,0,2.0,250,80.0,616
2,0,0,2.0,250,90.0,616
2,0,0,1.0,150,92.05056465561094,616
2,0,0,2.0,175,98.0,616
2,0,0,2.0,175,92.05056465561094,616
4,10,0,3.0,85,90.88325849903784,616
4,10,0,3.0,95,90.88325849903784,616
4,10,0,2.0,80,90.88325849903784,616
4,10,0,3.0,85,90.88325849903784,616
4,10,0,5.0,109,84.0,616
1,0,1,1.0,90,92.05056465561094,616
1,0,1,1.0,48,99.0,616
1,0,1,1.0,48,100.0,616
2,0,1,1.0,199,92.05056465561094,616
2,0,1,1.0,80,99.0,616
2,0,1,1.0,80,100.0,616
2,0,1,1.0,55,92.05056465561094,616
4,10,1,1.0,55,90.88325849903784,616
4,10,1,2.0,45,80.0,616
2,0,2,1.0,85,94.0,616
2,0,0,1.0,210,100.0,615
2,0,0,1.0,100,85.0,615
0,0,1,1.0,198,92.05056465561094,615
2,0,1,1.0,85,94.0,615
1,0,0,1.0,130,95.0,614
2,0,0,1.0,139,92.0,614
2,0,0,2.0,225,80.0,614
2,0,0,1.0,165,84.0,614
2,0,0,2.0,110,92.05056465561094,614
2,0,0,2.0,80,88.0,614
2,0,0,3.0,250,100.0,614
2,8,0,1.0,200,92.70833333333331,614
1,0,1,1.0,50,100.0,614
1,0,1,1.0,76,98.0,614
1,0,1,1.0,80,92.05056465561094,614
2,0,1,1.0,175,95.0,614
2,0,1,1.0,130,73.0,614
2,0,1,1.0,48,100.0,614
1,0,0,3.0,185,92.05056465561094,613
2,0,0,1.0,150,100.0,613
2,0,0,2.0,250,100.0,613
2,0,0,4.0,260,75.0,613
2,0,0,3.0,240,80.0,613
2,0,0,3.0,299,80.0,613
2,0,0,2.0,199,90.0,613
2,0,0,1.0,85,95.0,613
2,0,0,2.0,1000,92.05056465561094,613
2,0,0,1.0,350,92.05056465561094,613
1,0,1,1.0,75,80.0,613
1,0,1,1.0,40,92.05056465561094,613
1,13,1,1.0,85,93.50761421319795,613
2,0,1,1.0,100,93.0,613
2,0,1,1.0,145,100.0,613
1,0,0,1.0,135,92.05056465561094,612
1,10,0,2.0,250,90.88325849903784,612
2,0,0,2.0,1800,92.05056465561094,612
2,0,0,2.0,190,87.0,612
2,0,0,1.0,125,96.0,612
3,0,0,2.0,300,100.0,612
3,14,0,1.0,4000,89.60714285714286,612
0,0,1,2.0,75,92.05056465561094,612
1,0,1,1.0,60,20.0,612
1,10,1,1.0,40,80.0,612
3,0,1,1.0,94,91.0,612
3,10,1,2.0,120,90.88325849903784,612
1,0,0,1.0,111,92.05056465561094,611
1,0,0,2.0,135,100.0,611
1,0,0,1.0,115,100.0,611
1,0,0,2.0,130,91.0,611
2,0,0,2.0,349,91.0,611
2,0,0,2.0,350,87.0,611
2,0,0,2.0,200,90.0,611
2,0,0,1.0,155,100.0,611
2,0,0,1.0,200,92.05056465561094,611
2,0,0,1.0,252,92.05056465561094,611
0,8,1,1.0,127,80.0,611
1,0,1,1.0,70,94.0,611
1,13,1,2.0,90,89.0,611
1,13,1,1.0,83,89.0,611
2,0,1,1.0,100,92.05056465561094,611
2,0,1,1.0,200,92.05056465561094,611
2,0,1,1.0,75,92.05056465561094,611
2,0,1,1.0,100,95.0,611
3,0,1,3.0,58,92.05056465561094,611
3,0,1,3.0,55,100.0,611
3,0,1,3.0,57,100.0,611
1,13,2,1.0,47,94.0,611
1,13,2,1.0,43,94.0,611
1,13,2,1.0,43,91.0,611
1,0,0,2.0,98,90.0,610
1,0,0,2.0,300,92.05056465561094,610
1,0,0,1.0,65,80.0,610
1,0,0,1.0,120,100.0,610
2,0,0,2.0,245,92.0,610
2,0,0,3.0,195,80.0,610
2,0,0,3.0,250,85.0,610
2,0,0,3.0,249,100.0,610
2,0,0,2.0,650,100.0,610
2,0,0,4.0,300,85.0,610
2,0,0,1.0,239,100.0,610
2,0,0,1.0,189,96.0,610
2,0,0,2.0,169,78.0,610
1,0,1,1.0,85,95.0,610
1,0,1,1.0,55,92.05056465561094,610
1,0,1,1.0,100,92.05056465561094,610
1,0,1,1.0,100,100.0,610
1,0,1,1.0,59,92.05056465561094,610
2,0,1,1.0,65,80.0,610
2,0,1,1.0,109,91.0,610
2,0,1,1.0,70,90.0,610
2,0,1,1.0,110,100.0,610
2,0,1,1.0,110,80.0,610
1,0,0,2.0,275,100.0,609
1,0,0,2.0,120,92.05056465561094,609
1,10,0,2.0,170,99.0,609
2,0,0,1.0,500,80.0,609
2,0,0,2.0,210,95.0,609
2,0,0,3.0,800,92.05056465561094,609
2,0,0,1.0,350,100.0,609
2,0,0,1.0,200,96.0,609
2,0,0,1.0,275,92.05056465561094,609
1,0,1,1.0,95,100.0,609
2,0,1,1.0,125,88.0,609
2,0,1,1.0,125,89.0,609
2,0,1,1.0,110,81.0,609
2,0,1,1.0,75,75.0,609
2,0,1,1.0,95,85.0,609
2,0,1,1.0,99,93.0,609
2,13,2,2.0,300,20.0,609
1,0,0,1.0,120,92.05056465561094,608
2,0,0,1.0,224,100.0,608
2,0,0,1.0,125,97.0,608
2,0,0,2.0,188,92.0,608
2,0,0,1.0,180,96.0,608
2,13,0,4.0,600,93.50761421319795,608
2,0,1,1.0,101,96.0,608
2,0,1,1.0,120,94.0,608
2,0,1,1.0,130,97.0,608
2,0,1,1.0,95,93.0,608
2,0,1,1.0,65,100.0,608
2,0,1,1.0,93,96.0,608
2,0,0,1.0,115,95.0,607
2,0,0,1.0,200,94.0,607
2,0,0,1.0,100,100.0,607
1,0,1,1.0,65,92.05056465561094,607
1,0,1,1.0,95,100.0,607
1,0,1,1.0,75,96.0,607
2,0,1,1.0,125,95.0,607
2,0,1,1.0,70,89.0,607
1,0,0,1.0,100,100.0,606
1,0,0,1.0,119,100.0,606
1,10,0,1.0,128,94.0,606
2,0,0,1.0,180,87.0,606
2,0,0,3.0,4000,92.05056465561094,606
2,0,0,3.0,999,92.05056465561094,606
2,0,0,2.0,190,90.0,606
2,0,0,1.0,250,91.0,606
2,0,0,2.0,190,100.0,606
2,0,0,1.0,225,93.0,606
2,0,0,2.0,175,90.0,606
2,0,0,2.0,299,84.0,606
3,0,0,1.0,300,92.05056465561094,606
1,0,1,1.0,72,89.0,606
1,0,1,1.0,72,96.0,606
1,0,1,1.0,57,100.0,606
1,0,1,1.0,75,80.0,606
1,1,1,1.0,69,100.0,606
2,0,1,1.0,230,97.0,606
1,0,0,3.0,225,100.0,605
1,0,0,2.0,175,97.0,605
1,0,0,2.0,145,93.0,605
1,0,0,2.0,129,97.0,605
1,10,0,2.0,145,96.0,605
2,0,0,3.0,250,76.0,605
2,0,0,2.0,550,92.05056465561094,605
2,0,0,1.0,120,93.0,605
2,0,0,2.0,225,96.0,605
3,0,0,2.0,160,97.0,605
3,0,0,3.0,175,94.0,605
1,0,1,1.0,65,92.05056465561094,605
1,1,1,1.0,75,90.54411764705884,605
2,0,1,1.0,105,88.0,605
2,0,1,1.0,60,93.0,605
2,0,1,1.0,65,94.0,605
1,0,2,1.0,75,100.0,605
1,0,0,1.0,200,92.05056465561094,604
1,0,0,1.0,89,87.0,604
2,0,0,1.0,3000,92.05056465561094,604
2,0,0,2.0,185,97.0,604
2,0,0,2.0,575,92.05056465561094,604
2,0,0,2.0,4500,92.05056465561094,604
2,0,0,1.0,180,92.05056465561094,604
1,0,1,1.0,90,92.05056465561094,604
1,0,1,1.0,60,92.05056465561094,604
1,0,1,1.0,75,90.0,604
1,0,1,1.0,55,80.0,604
1,10,1,1.0,89,90.88325849903784,604
2,0,1,1.0,100,80.0,604
3,0,1,2.0,79,80.0,604
3,0,2,1.0,79,100.0,604
1,0,0,2.0,285,100.0,603
1,0,0,2.0,200,100.0,603
1,0,0,2.0,200,83.0,603
1,10,0,1.0,275,90.88325849903784,603
2,0,0,3.0,750,92.05056465561094,603
2,0,0,1.0,189,97.0,603
2,0,0,1.0,3200,92.05056465561094,603
2,0,0,2.0,225,99.0,603
2,0,0,3.0,385,100.0,603
2,0,0,2.0,219,90.0,603
2,0,0,3.0,2000,92.05056465561094,603
2,8,0,2.0,495,100.0,603
2,8,0,2.0,295,100.0,603
2,8,0,2.0,595,92.70833333333331,603
3,10,0,4.0,85,91.0,603
1,0,1,1.0,65,92.05056465561094,603
1,0,1,1.0,70,92.05056465561094,603
1,0,1,2.0,185,92.05056465561094,603
1,0,1,1.0,109,95.0,603
1,0,1,1.0,125,95.0,603
1,13,1,1.0,60,90.0,603
2,0,1,1.0,115,100.0,603
3,10,1,3.0,90,97.0,603
3,10,1,2.0,75,92.0,603
1,0,0,1.0,195,100.0,602
1,0,0,2.0,250,92.05056465561094,602
1,0,0,1.0,129,98.0,602
1,0,0,1.0,110,92.05056465561094,602
1,0,0,1.0,120,100.0,602
2,0,0,2.0,350,92.05056465561094,602
2,0,0,1.0,175,90.0,602
2,0,0,1.0,169,49.0,602
2,0,0,1.0,169,80.0,602
2,0,0,1.0,145,80.0,602
2,0,0,2.0,200,95.0,602
2,0,0,2.0,1000,92.05056465561094,602
2,0,0,2.0,85,92.05056465561094,602
1,0,1,1.0,65,95.0,602
1,0,1,1.0,50,92.05056465561094,602
1,0,1,1.0,90,97.0,602
1,0,1,1.0,200,92.05056465561094,602
1,0,1,2.0,95,93.0,602
1,1,1,1.0,80,90.54411764705884,602
1,1,1,1.0,80,90.0,602
1,1,1,1.0,70,100.0,602
1,10,1,4.0,65,80.0,602
2,0,1,1.0,99,80.0,602
2,0,1,1.0,135,100.0,602
2,0,1,1.0,99,87.0,602
2,0,1,1.0,99,88.0,602
2,0,1,1.0,110,98.0,602
2,0,1,1.0,50,20.0,602
3,0,1,1.0,76,100.0,602
1,0,0,1.0,210,80.0,601
1,0,0,1.0,138,93.0,601
1,0,0,1.0,179,100.0,601
1,13,0,2.0,200,100.0,601
2,0,0,2.0,600,92.05056465561094,601
2,0,0,2.0,2000,92.05056465561094,601
2,0,0,2.0,400,92.05056465561094,601
2,0,0,3.0,195,79.0,601
2,0,0,2.0,200,76.0,601
2,0,0,2.0,220,80.0,601
2,0,0,1.0,130,91.0,601
4,10,0,4.0,1500,90.88325849903784,601
0,0,1,2.0,95,92.05056465561094,601
1,0,1,1.0,52,92.05056465561094,601
1,0,1,1.0,60,92.05056465561094,601
2,0,1,2.0,235,90.0,601
2,0,1,1.0,150,92.05056465561094,601
2,0,1,1.0,165,100.0,601
2,0,1,1.0,125,89.0,601
2,0,1,1.0,55,92.05056465561094,601
2,0,1,1.0,69,92.0,601
1,13,2,1.0,95,93.0,601
1,0,0,2.0,98,92.05056465561094,600
1,0,0,1.0,160,93.0,600
2,0,0,1.0,250,92.05056465561094,600
2,0,0,1.0,250,60.0,600
2,0,0,1.0,175,78.0,600
2,0,0,1.0,200,92.05056465561094,600
2,0,0,1.0,206,100.0,600
2,0,0,3.0,250,92.05056465561094,600
2,0,0,3.0,300,93.0,600
2,0,0,1.0,200,93.0,600
2,0,0,1.0,500,92.05056465561094,600
2,0,0,2.0,1000,92.05056465561094,600
2,0,0,2.0,240,87.0,600
1,0,1,1.0,60,92.05056465561094,600
1,0,1,2.0,70,92.05056465561094,600
2,0,1,1.0,89,94.0,600
2,0,1,1.0,90,90.0,600
2,0,1,1.0,66,92.05056465561094,600
2,0,1,1.0,120,91.0,600
2,0,1,1.0,125,93.0,600
2,0,1,1.0,62,100.0,600
2,14,1,1.0,80,80.0,600
1,10,0,8.0,329,90.0,599
2,0,0,2.0,208,92.05056465561094,599
2,0,0,1.0,500,92.05056465561094,599
2,0,0,1.0,220,93.0,599
2,0,0,2.0,150,85.0,599
2,0,0,2.0,950,92.05056465561094,599
2,0,0,1.0,164,92.05056465561094,599
2,0,0,1.0,150,100.0,599
2,0,0,1.0,100,93.0,599
2,16,0,2.0,115,100.0,599
3,0,0,1.0,140,92.05056465561094,599
0,0,1,1.0,50,85.0,599
0,0,1,2.0,55,92.05056465561094,599
1,0,1,1.0,70,95.0,599
1,0,1,1.0,90,92.0,599
1,0,1,1.0,40,80.0,599
1,0,1,1.0,50,92.05056465561094,599
1,0,1,1.0,45,92.05056465561094,599
2,0,1,1.0,90,93.0,599
2,0,1,1.0,90,100.0,599
2,0,1,1.0,70,96.0,599
2,0,1,1.0,200,100.0,599
3,0,1,1.0,100,92.05056465561094,599
1,0,0,1.0,165,90.0,598
1,0,0,2.0,175,100.0,598
1,10,0,1.0,165,95.0,598
2,0,0,2.0,217,92.0,598
2,0,0,1.0,180,100.0,598
2,0,0,1.0,200,97.0,598
2,0,0,1.0,300,92.05056465561094,598
2,10,0,4.0,675,93.0,598
1,0,1,1.0,79,90.0,598
1,0,1,1.0,100,97.0,598
1,0,1,1.0,67,88.0,598
1,0,1,1.0,75,100.0,598
1,10,1,4.0,125,80.0,598
1,10,1,2.0,100,90.0,598
2,0,1,1.0,99,95.0,598
2,0,1,1.0,52,90.0,598
2,0,1,1.0,50,100.0,598
2,0,2,1.0,39,94.0,598
1,0,0,2.0,86,93.0,597
1,0,0,4.0,95,84.0,597
1,0,0,1.0,150,85.0,597
2,0,0,1.0,250,80.0,597
2,0,0,3.0,230,100.0,597
2,0,0,1.0,500,92.05056465561094,597
2,0,0,2.0,245,96.0,597
1,0,1,1.0,40,92.05056465561094,597
1,0,1,1.0,40,100.0,597
1,0,1,2.0,40,92.05056465561094,597
1,0,1,1.0,40,92.05056465561094,597
1,0,1,1.0,41,92.05056465561094,597
1,0,1,1.0,70,92.05056465561094,597
1,0,1,2.0,41,92.05056465561094,597
1,0,1,1.0,40,92.05056465561094,597
2,0,1,1.0,90,94.0,597
2,0,1,1.0,99,100.0,597
2,0,1,2.0,55,60.0,597
2,10,1,1.0,45,90.88325849903784,597
3,0,1,1.0,43,92.05056465561094,597
3,10,1,1.0,45,90.88325849903784,597
1,0,0,1.0,121,98.0,596
1,0,0,1.0,140,100.0,596
1,0,0,1.0,120,100.0,596
1,0,0,2.0,130,95.0,596
2,0,0,2.0,395,92.05056465561094,596
2,0,0,2.0,550,92.05056465561094,596
2,0,0,1.0,147,100.0,596
2,0,0,2.0,189,93.0,596
1,0,1,1.0,45,85.0,596
1,10,1,1.0,50,80.0,596
2,0,1,1.0,75,92.05056465561094,596
2,0,1,1.0,500,92.05056465561094,596
2,0,1,2.0,85,100.0,596
2,0,1,1.0,55,80.0,596
2,0,1,1.0,80,92.05056465561094,596
2,0,1,1.0,50,92.05056465561094,596
2,0,1,1.0,50,90.0,596
2,0,1,1.0,100,100.0,596
2,0,1,1.0,80,20.0,596
2,0,1,1.0,80,92.05056465561094,596
2,10,1,1.0,99,90.88325849903784,596
3,0,1,1.0,120,100.0,596
3,10,1,2.0,89,96.0,596
1,0,0,1.0,210,90.0,595
1,0,0,1.0,250,92.05056465561094,595
1,0,0,3.0,275,97.0,595
1,10,0,6.0,300,90.88325849903784,595
1,10,0,5.0,575,88.0,595
2,0,0,1.0,350,92.05056465561094,595
2,0,0,2.0,999,92.05056465561094,595
2,0,0,1.0,900,92.05056465561094,595
2,0,0,2.0,100,91.0,595
2,0,0,1.0,160,88.0,595
2,0,0,1.0,130,90.0,595
2,0,0,2.0,240,92.0,595
2,0,0,4.0,210,100.0,595
2,0,0,1.0,155,95.0,595
2,13,0,2.0,175,97.0,595
3,0,0,4.0,180,92.05056465561094,595
1,0,1,1.0,80,95.0,595
1,0,1,1.0,60,92.05056465561094,595
1,0,1,1.0,59,95.0,595
1,0,1,2.0,150,92.05056465561094,595
1,0,1,1.0,90,100.0,595
1,0,1,1.0,75,95.0,595
1,10,1,1.0,100,100.0,595
2,0,1,1.0,120,100.0,595
2,0,1,1.0,100,94.0,595
2,0,1,1.0,125,100.0,595
2,0,1,1.0,125,92.05056465561094,595
2,0,1,1.0,90,92.05056465561094,595
2,0,1,1.0,59,92.05056465561094,595
3,10,1,1.0,55,90.88325849903784,595
4,10,1,1.0,70,90.88325849903784,595
3,10,2,1.0,41,100.0,595
1,0,0,3.0,150,93.0,594
1,0,0,3.0,139,85.0,594
2,0,0,1.0,200,92.05056465561094,594
2,0,0,1.0,135,92.05056465561094,594
2,0,0,2.0,1500,92.05056465561094,594
2,0,0,2.0,200,97.0,594
2,0,0,3.0,209,90.0,594
2,10,0,3.0,90,90.0,594
1,10,1,1.0,145,90.88325849903784,594
2,0,1,1.0,90,100.0,594
2,0,1,1.0,99,78.0,594
1,0,0,1.0,125,92.05056465561094,593
1,0,0,1.0,125,86.0,593
1,0,0,2.0,100,70.0,593
1,0,0,1.0,125,92.05056465561094,593
1,0,0,1.0,125,98.0,593
2,0,0,1.0,220,95.0,593
2,0,0,1.0,170,100.0,593
2,0,0,3.0,2500,92.05056465561094,593
2,0,0,1.0,749,92.05056465561094,593
2,0,0,3.0,1100,98.0,593
2,0,0,1.0,1000,92.05056465561094,593
2,0,0,4.0,1050,92.05056465561094,593
2,0,0,1.0,350,95.0,593
4,10,0,3.0,300,80.0,593
0,0,1,2.0,75,100.0,593
1,0,1,1.0,90,100.0,593
1,0,1,1.0,75,96.0,593
1,0,1,1.0,99,95.0,593
2,0,1,1.0,157,100.0,593
2,0,1,1.0,125,92.05056465561094,593
2,0,1,1.0,225,100.0,593
1,0,0,1.0,150,92.05056465561094,592
1,0,0,1.0,100,100.0,592
1,0,0,1.0,100,97.0,592
1,13,0,2.0,135,93.50761421319795,592
1,16,0,5.0,210,87.0,592
2,0,0,2.0,650,92.05056465561094,592
2,0,0,1.0,750,92.05056465561094,592
2,0,0,3.0,1650,92.05056465561094,592
2,0,0,2.0,170,60.0,592
2,0,0,1.0,128,100.0,592
3,0,0,1.0,90,92.05056465561094,592
3,0,0,1.0,125,92.05056465561094,592
3,0,0,1.0,160,94.0,592
1,0,1,1.0,70,92.05056465561094,592
1,0,1,1.0,59,97.0,592
1,0,1,1.0,35,100.0,592
3,0,1,1.0,60,92.05056465561094,592
3,0,1,1.0,50,98.0,592
1,0,0,3.0,180,100.0,591
1,0,0,1.0,133,92.05056465561094,591
2,0,0,1.0,160,100.0,591
2,0,0,2.0,300,93.0,591
2,0,0,2.0,200,95.0,591
2,0,0,2.0,350,92.05056465561094,591
2,0,0,1.0,159,100.0,591
2,0,0,2.0,300,100.0,591
1,0,1,1.0,50,92.05056465561094,591
1,0,1,1.0,60,88.0,591
1,0,1,2.0,50,60.0,591
1,0,1,1.0,55,92.05056465561094,591
1,0,1,1.0,59,80.0,591
1,0,1,2.0,89,93.0,591
1,0,1,1.0,60,90.0,591
1,10,1,1.0,45,20.0,591
1,13,1,1.0,64,87.0,591
1,13,1,1.0,64,93.0,591
1,14,1,1.0,119,89.60714285714286,591
2,0,1,1.0,110,72.0,591
2,0,2,2.0,1000,92.05056465561094,591
1,0,0,2.0,200,98.0,590
1,0,0,5.0,290,90.0,590
1,0,0,3.0,200,92.05056465561094,590
1,0,0,1.0,152,98.0,590
2,0,0,1.0,125,92.0,590
2,0,0,2.0,175,92.05056465561094,590
2,0,0,2.0,129,98.0,590
2,0,0,4.0,1200,92.05056465561094,590
2,0,0,2.0,137,96.0,590
2,0,0,1.0,550,92.05056465561094,590
1,0,1,1.0,100,92.05056465561094,590
1,0,1,1.0,51,90.0,590
2,0,1,1.0,185,92.05056465561094,590
2,0,1,2.0,135,87.0,590
1,0,0,2.0,45,78.0,589
1,0,0,3.0,600,100.0,589
1,0,0,2.0,250,90.0,589
1,0,0,1.0,235,92.05056465561094,589
1,0,0,2.0,195,80.0,589
1,0,0,1.0,110,100.0,589
1,13,0,1.0,175,93.0,589
2,0,0,1.0,395,92.05056465561094,589
2,0,0,1.0,1000,92.05056465561094,589
2,0,0,2.0,1500,92.05056465561094,589
2,0,0,4.0,380,100.0,589
2,0,0,4.0,1500,92.05056465561094,589
2,0,0,2.0,110,100.0,589
4,0,0,2.0,120,95.0,589
1,0,1,1.0,95,91.0,589
1,0,1,1.0,85,80.0,589
1,0,1,1.0,90,96.0,589
1,13,1,1.0,150,93.50761421319795,589
2,0,1,1.0,119,100.0,589
2,0,1,1.0,144,98.0,589
1,0,0,1.0,125,93.0,588
1,0,0,2.0,150,100.0,588
1,10,0,3.0,360,93.0,588
2,0,0,2.0,150,92.05056465561094,588
2,0,0,3.0,1500,92.05056465561094,588
2,0,0,2.0,750,92.05056465561094,588
2,0,0,1.0,155,92.0,588
2,0,0,1.0,1000,92.05056465561094,588
2,0,0,1.0,199,93.0,588
2,0,0,3.0,250,83.0,588
2,0,0,2.0,199,90.0,588
2,0,0,2.0,200,80.0,588
2,0,0,3.0,1550,92.05056465561094,588
2,0,0,1.0,155,87.0,588
2,0,0,1.0,225,60.0,588
2,0,0,1.0,150,90.0,588
2,0,0,1.0,200,100.0,588
2,0,0,3.0,170,87.0,588
2,0,0,1.0,145,90.0,588
3,0,0,1.0,100,100.0,588
1,0,1,1.0,64,92.05056465561094,588
1,0,1,1.0,48,80.0,588
1,0,1,1.0,95,97.0,588
1,0,1,1.0,75,92.05056465561094,588
1,0,1,1.0,65,89.0,588
1,0,1,1.0,50,92.05056465561094,588
1,13,1,1.0,62,81.0,588
2,0,1,1.0,85,92.05056465561094,588
2,0,2,1.0,40,92.05056465561094,588
1,0,0,2.0,120,92.05056465561094,587
1,0,0,3.0,85,74.0,587
1,0,0,3.0,189,92.05056465561094,587
2,0,0,4.0,1200,92.05056465561094,587
2,0,0,1.0,500,92.05056465561094,587
2,0,0,1.0,500,92.05056465561094,587
2,0,0,1.0,750,92.05056465561094,587
2,0,0,3.0,2500,92.05056465561094,587
2,0,0,3.0,975,92.05056465561094,587
2,0,0,3.0,1250,92.05056465561094,587
2,0,0,10.0,975,98.0,587
2,0,0,1.0,550,92.05056465561094,587
2,0,0,1.0,400,92.05056465561094,587
2,0,0,1.0,500,92.05056465561094,587
2,0,0,1.0,149,90.0,587
2,14,0,1.0,699,89.60714285714286,587
3,0,0,1.0,65,92.05056465561094,587
1,0,1,1.0,48,92.05056465561094,587
1,0,1,1.0,80,90.0,587
1,0,1,1.0,65,100.0,587
1,0,1,1.0,75,100.0,587
2,0,1,1.0,60,87.0,587
2,0,1,1.0,500,92.05056465561094,587
3,0,1,1.0,95,91.0,587
0,0,0,1.0,95,100.0,586
1,0,0,1.0,125,93.0,586
2,0,0,2.0,800,92.05056465561094,586
2,0,0,2.0,1000,92.05056465561094,586
2,0,0,1.0,425,92.05056465561094,586
2,0,0,5.0,3000,92.05056465561094,586
2,0,0,1.0,150,93.0,586
2,0,0,1.0,600,92.05056465561094,586
2,0,0,1.0,210,88.0,586
2,0,0,1.0,140,84.0,586
2,0,0,1.0,449,92.05056465561094,586
2,0,0,4.0,1000,92.05056465561094,586
2,0,0,2.0,260,87.0,586
2,0,0,1.0,172,100.0,586
2,0,0,3.0,1000,92.05056465561094,586
3,0,0,1.0,75,80.0,586
3,0,0,2.0,100,100.0,586
1,0,1,1.0,97,90.0,586
1,0,1,1.0,55,95.0,586
1,10,1,1.0,75,90.88325849903784,586
2,0,1,1.0,1250,92.05056465561094,586
2,0,1,1.0,60,92.05056465561094,586
1,0,0,2.0,165,94.0,585
1,0,0,1.0,500,92.05056465561094,585
1,0,0,1.0,125,90.0,585
1,0,0,1.0,170,100.0,585
1,10,0,1.0,75,80.0,585
2,0,0,3.0,2500,92.05056465561094,585
2,0,0,1.0,190,92.05056465561094,585
2,0,0,1.0,175,95.0,585
2,0,0,3.0,900,92.05056465561094,585
2,0,0,1.0,165,94.0,585
2,0,0,2.0,700,92.05056465561094,585
2,0,0,1.0,323,94.0,585
2,0,0,2.0,650,92.05056465561094,585
2,0,0,1.0,500,92.05056465561094,585
2,0,0,1.0,195,95.0,585
2,0,0,2.0,2000,92.05056465561094,585
2,0,0,2.0,299,60.0,585
2,0,0,3.0,169,93.0,585
2,0,0,2.0,129,90.0,585
2,0,0,2.0,500,92.05056465561094,585
2,0,0,1.0,190,95.0,585
1,0,1,1.0,108,98.0,585
1,10,1,2.0,50,92.0,585
2,0,1,2.0,180,97.0,585
2,0,1,1.0,182,92.05056465561094,585
2,0,1,1.0,70,100.0,585
2,0,1,1.0,450,92.05056465561094,585
2,0,1,1.0,125,93.0,585
1,0,0,1.0,125,100.0,584
1,0,0,1.0,120,95.0,584
1,0,0,4.0,6500,92.05056465561094,584
2,0,0,5.0,800,92.05056465561094,584
2,0,0,1.0,199,93.0,584
2,0,0,1.0,650,92.05056465561094,584
2,0,0,2.0,520,92.05056465561094,584
2,0,0,3.0,2750,92.05056465561094,584
2,0,0,2.0,585,92.05056465561094,584
2,0,0,2.0,900,92.05056465561094,584
2,0,0,3.0,895,87.0,584
2,0,0,1.0,135,80.0,584
2,0,0,1.0,150,91.0,584
2,0,0,1.0,1500,92.05056465561094,584
2,0,0,2.0,400,92.05056465561094,584
2,0,0,2.0,520,92.05056465561094,584
1,0,1,1.0,50,100.0,584
1,0,1,1.0,130,98.0,584
2,0,1,1.0,104,91.0,584
2,0,1,1.0,130,98.0,584
2,0,1,1.0,65,98.0,584
2,0,1,1.0,105,90.0,584
1,0,0,4.0,329,88.0,583
2,0,0,1.0,200,87.0,583
2,0,0,2.0,210,97.0,583
2,0,0,1.0,250,100.0,583
2,0,0,1.0,151,80.0,583
2,0,0,1.0,400,92.05056465561094,583
2,0,0,1.0,150,100.0,583
2,0,0,1.0,185,76.0,583
2,0,0,1.0,350,100.0,583
2,13,0,1.0,149,60.0,583
2,0,1,1.0,45,100.0,583
1,0,0,2.0,175,92.05056465561094,582
1,0,0,1.0,99,88.0,582
1,0,0,1.0,103,93.0,582
2,0,0,2.0,225,95.0,582
2,0,0,2.0,750,92.05056465561094,582
2,0,0,3.0,2000,92.05056465561094,582
2,0,0,1.0,320,97.0,582
2,0,0,2.0,2499,92.05056465561094,582
2,0,0,1.0,500,92.05056465561094,582
2,0,0,4.0,1600,92.05056465561094,582
2,0,0,3.0,750,100.0,582
2,0,0,2.0,195,100.0,582
2,0,0,2.0,175,100.0,582
2,0,0,1.0,250,92.05056465561094,582
2,0,0,1.0,100,92.05056465561094,582
2,0,0,1.0,950,92.05056465561094,582
1,0,1,2.0,49,92.05056465561094,582
1,0,1,1.0,80,100.0,582
1,10,1,1.0,59,100.0,582
2,0,1,1.0,130,86.0,582
2,0,1,1.0,75,92.05056465561094,582
2,0,1,1.0,89,92.05056465561094,582
1,0,0,1.0,85,92.05056465561094,581
2,0,0,3.0,1500,92.05056465561094,581
2,0,0,1.0,550,92.05056465561094,581
2,0,0,1.0,199,92.05056465561094,581
2,0,0,1.0,750,92.05056465561094,581
2,0,0,3.0,1000,92.05056465561094,581
2,0,0,2.0,170,87.0,581
2,0,0,1.0,160,92.05056465561094,581
2,0,0,1.0,135,100.0,581
1,0,1,1.0,99,100.0,581
2,0,1,1.0,95,94.0,581
2,0,1,1.0,150,92.05056465561094,581
2,0,1,1.0,285,92.05056465561094,581
2,0,1,1.0,45,89.0,581
